feature,importance
zce_fesi_futures_rz26,97
electricity_power_index_rz4,97
Target_Proxy_lag6,96
carbon_emissions_futures_lag2,95
vix_rz4,94
carbon_emissions_futures_lag13,94
silica_quartz_index_lag4,93
zce_fesi_futures_lag2,93
carbon_emissions_futures_rz26,92
iron_ore_lag8,89
fx_effect_lag4,89
fx_effect_lag2,88
al_price_lag26,87
vix_rmax4,87
usd_inr_rz13,86
fx_effect_rz4,86
vix_rz26,84
electricity_power_index,82
bdry_freight_ret,82
fx_effect_lag8,82
electricity_power_index_lag6,80
al_price_rz13,75
usd_inr_rz26,74
silica_quartz_index,73
Target_Proxy_lag13,72
steel_ore_ratio,72
al_price_rz26,71
electricity_power_index_rz8,71
zce_fesi_futures_rmin8,70
bdry_freight_rz4,68
carbon_emissions_futures_rm8,68
cny_inr_rz26,67
fx_effect_rmax13,67
india_steel_rz8,66
fx_effect_lag1,65
iron_ore,64
bdry_freight_rmax26,64
india_steel_rz13,64
zce_fesi_futures_rm4,64
carbon_emissions_futures_lag4,64
fx_effect_rz26,64
silica_quartz_index_lag6,63
al_price_rz8,62
silica_quartz_index_rz8,61
vix_rm8,60
steel_etf_rm8,59
carbon_emissions_futures_rmax4,59
thermal_coal_futures_lag8,58
al_price_rm26,58
silica_quartz_index_rz26,57
Target_Proxy_lag26,56
vix_rm4,56
fx_effect_rm26,56
india_steel_rz26,55
vix_rmin4,54
silica_quartz_index_rz13,54
silica_quartz_index_lag8,53
steel_etf_lag1,52
silica_quartz_index_rmin4,52
iron_ore_lag6,49
bdry_freight_rz26,49
vix_rmax8,49
vix_rm13,49
Target_Proxy_lag8,48
vix_rm26,48
zce_fesi_futures_rmax8,48
zce_fesi_futures_rmax13,48
Target_Proxy_rmax26,47
vix_rmax13,47
iron_ore_lag13,46
fx_effect_lag6,46
iron_ore_lag2,45
iron_ore_rm26,45
thermal_coal_futures_lag2,45
bdry_freight_rz8,45
carbon_emissions_futures_lag6,45
steel_etf_lag13,44
carbon_emissions_futures_lag26,43
iron_ore_lag1,42
Target_Proxy_rm13,40
bdry_freight_rz13,40
fx_effect_rmax4,40
bdry_freight_lag13,39
bdry_freight_lag26,39
al_price_lag6,39
al_price_lag13,39
iron_ore_lag4,37
bdry_freight_lag8,37
al_price_rmin8,37
carbon_emissions_futures_lag1,37
carbon_emissions_futures,36
silica_quartz_index_lag1,34
steel_etf_lag4,33
silica_quartz_index_rm4,33
cny_inr_lag26,32
carbon_emissions_futures_lag8,32
electricity_power_index_lag8,32
electricity_power_index_lag13,32
al_price,31
al_price_lag1,31
fx_effect_rmax26,31
Target_Proxy_rmax13,30
Target_Proxy_rm26,30
silica_quartz_index_rm8,30
silica_quartz_index_rm26,30
silica_quartz_index_rmax26,30
hydrology_rainfall_index_rm26,30
fx_effect_rmax8,30
steel_etf_lag26,29
usd_inr_lag4,29
cny_inr,27
bdry_freight_rmax4,27
al_price_lag2,27
al_price_rmin4,27
silica_quartz_index_rmax8,27
steel_etf_rmin4,26
vix_rmin8,26
cny_inr_lag13,26
carbon_emissions_futures_rm4,26
steel_etf_lag6,24
iron_ore_rmax4,24
iron_ore_rmin8,24
thermal_coal_futures_lag13,24
silica_quartz_index_rmin13,24
fx_effect_rmin4,24
bdry_freight,23
thermal_coal_futures_rmax8,23
bdry_freight_lag1,23
bdry_freight_rmin4,23
india_steel_lag6,23
india_steel_lag26,23
vix_rmin26,23
fx_effect_rmin26,23
usd_inr_lag13,22
cny_inr_lag6,22
fx_effect_rm13,22
Target_Proxy_rmin8,21
Target_Proxy_rmin13,21
thermal_coal_futures_lag26,21
al_price_lag4,21
india_steel_lag1,21
vix_rmin13,21
silica_quartz_index_rmax4,21
cny_inr_rmin4,21
zce_fesi_futures_rmax26,21
month,21
usd_inr_lag6,20
silica_quartz_index_rm13,20
cny_inr_lag4,20
hydrology_rainfall_index_rz26,20
carbon_emissions_futures_rm13,20
fx_effect_rm8,20
usd_inr,19
steel_etf_rm4,19
bdry_freight_rm4,19
fx_effect_rm4,19
fx_effect_rmin13,19
steel_etf_lag2,18
iron_ore_rm13,18
bdry_freight_lag6,18
cny_inr_lag8,18
carbon_emissions_futures_rm26,18
electricity_power_index_lag1,18
electricity_power_index_rm26,18
fx_effect_rmin8,18
steel_etf_rm13,17
thermal_coal_futures_rm26,17
bdry_freight_lag2,17
bdry_freight_rm26,17
usd_inr_lag8,17
usd_inr_lag26,17
steel_etf_rmax4,16
iron_ore_rm4,16
iron_ore_rmin13,16
vix_rmax26,16
hydrology_rainfall_index_rm13,16
carbon_emissions_futures_rmax8,16
iron_ore_rmax26,15
thermal_coal_futures_rmax26,15
bdry_freight_lag4,15
al_price_rm8,15
india_steel_lag4,15
electricity_power_index_lag4,15
electricity_power_index_rmax4,15
Target_Proxy_rmin26,14
steel_etf_rmax8,14
iron_ore_rmax8,14
india_steel_lag2,14
india_steel_rmin8,14
cny_inr_rmin8,14
electricity_power_index_rmin4,14
india_steel,13
iron_ore_rmin26,13
thermal_coal_futures_rm4,13
cny_inr_lag1,13
zce_fesi_futures_rmin26,13
electricity_power_index_rmax13,13
steel_etf_lag8,12
iron_ore_rmin4,12
india_steel_lag13,12
india_steel_rmax13,12
electricity_power_index_lag2,12
electricity_power_index_lag26,12
steel_etf_rmin8,11
al_price_rmax26,11
india_steel_rmax26,11
hydrology_rainfall_index_rz13,11
carbon_emissions_futures_rmin4,11
steel_etf_rmin26,10
bdry_freight_rmin13,10
india_steel_lag8,10
silica_quartz_index_rmax13,10
cny_inr_lag2,10
carbon_emissions_futures_rmax13,10
thermal_coal_futures_rm13,9
thermal_coal_futures_rmax13,9
al_price_rmax8,9
al_price_rmin13,9
usd_inr_lag2,9
usd_inr_rmax4,9
steel_etf_rmin13,8
thermal_coal_futures_rmax4,8
thermal_coal_futures_rmin4,8
bdry_freight_rm13,8
al_price_rm4,8
al_price_rmin26,8
usd_inr_rm26,8
silica_quartz_index_rmin8,8
steel_etf_rmax13,7
iron_ore_rm8,7
al_price_rmax4,7
electricity_power_index_rmax8,7
al_price_rm13,6
usd_inr_rm4,6
silica_quartz_index_rmin26,6
cny_inr_rmax4,6
cny_inr_rmin26,6
hydrology_rainfall_index_lag2,6
hydrology_rainfall_index_lag26,6
hydrology_rainfall_index_rz8,6
electricity_power_index_rmin8,6
iron_ore_rmax13,5
bdry_freight_rmin26,5
al_price_rmax13,5
india_steel_rm4,5
india_steel_rmax8,5
usd_inr_rmax8,5
cny_inr_rm13,5
cny_inr_rmin13,5
cny_inr_rm26,5
hydrology_rainfall_index_rm8,5
electricity_power_index_rm8,5
thermal_coal_futures_rm8,4
thermal_coal_futures_rmin26,4
bdry_freight_rm8,4
bdry_freight_rmax8,4
india_steel_rmax4,4
india_steel_rm13,4
usd_inr_lag1,4
usd_inr_rmin4,4
usd_inr_rm13,4
cny_inr_rm4,4
hydrology_rainfall_index_rm4,4
carbon_emissions_futures_rmin26,4
steel_etf_rm26,3
steel_etf_rmax26,3
india_steel_rmin26,3
cny_inr_rmax26,3
hydrology_rainfall_index_lag8,3
carbon_emissions_futures_rmin13,3
carbon_emissions_futures_rmax26,3
electricity_power_index_rm13,3
thermal_coal_futures_rmin13,2
bdry_freight_rmin8,2
bdry_freight_rmax13,2
india_steel_rmin4,2
india_steel_rm8,2
india_steel_rmin13,2
usd_inr_rmin8,2
usd_inr_rmin26,2
cny_inr_rm8,2
cny_inr_rmax8,2
hydrology_rainfall_index_lag1,2
hydrology_rainfall_index_lag4,2
hydrology_rainfall_index_lag13,2
hydrology_rainfall_index_rmax13,2
carbon_emissions_futures_rmin8,2
electricity_power_index_rm4,2
electricity_power_index_rmin13,2
electricity_power_index_rmin26,2
hydrology_rainfall_index,1
thermal_coal_futures_rmin8,1
usd_inr_rm8,1
usd_inr_rmax13,1
usd_inr_rmin13,1
usd_inr_rmax26,1
cny_inr_rmax13,1
hydrology_rainfall_index_rz4,1
hydrology_rainfall_index_rmin13,1
hydrology_rainfall_index_rmin26,1
covid_disruption,0
ukraine_energy_crisis,0
logistics_spike,0
china_power_curbs_2021,0
china_export_restrict,0
energy_crisis_europe,0
steel_downturn_2015,0
steel_downturn_2019,0
china_steel_curbs,0
india_infra_push,0
india_steel_rm26,0
hydrology_rainfall_index_ret,0
hydrology_rainfall_index_lag6,0
hydrology_rainfall_index_rmax4,0
hydrology_rainfall_index_rmin4,0
hydrology_rainfall_index_rmax8,0
hydrology_rainfall_index_rmin8,0
hydrology_rainfall_index_rmax26,0
electricity_power_index_rmax26,0
quarter,0
